"","driverId","constructorId","grid","position","laps","milliseconds","rank","maxSpeed"
"20737",30,131,8,7,71,5635259,12,206.229
"20755",20,9,1,1,55,5976837,4,196.526
"20756",1,1,2,2,55,5986999,1,197.428
"20757",18,1,4,3,55,5987884,2,196.725
"20758",3,131,9,4,55,6007584,3,196.58
"20759",9,4,11,5,55,6015863,5,196.499
"20760",808,4,10,6,55,6020357,8,195.427
"20761",4,6,3,7,55,6020634,7,195.588
"20762",17,9,5,8,55,6021080,6,195.647
"20763",153,5,17,9,55,6027038,15,194.636
"20764",13,6,6,10,55,6027705,14,194.64
"20765",2,15,14,11,55,6028388,12,194.738
"20766",22,3,7,12,55,6034523,11,194.746
"20767",16,10,13,13,55,6035162,13,194.696
"20768",155,15,12,14,55,6036395,16,194.624
"20769",67,5,18,15,55,6040015,10,194.928
"20770",807,3,15,16,55,6041600,9,195.263
"20779",20,9,1,1,58,5370259,4,212.488
"20780",1,1,2,2,58,5392556,8,211.382
"20781",808,4,6,3,58,5400819,7,211.969
"20782",4,6,5,4,58,5402031,2,213.336
"20783",17,9,3,5,58,5408430,3,213.066
"20784",18,1,4,6,58,5424563,5,212.396
"20785",13,6,8,7,58,5455445,1,214.631
"20801",20,9,1,1,56,5859832,6,196.523
"20802",18,1,4,2,56,5863093,4,197.057
"20803",2,4,6,3,56,5884907,7,196.508
"20804",17,9,3,4,56,5886216,1,198.415
"20805",13,6,7,5,56,5896790,9,195.637
"20806",4,6,5,6,56,5897080,2,198.127
"20807",155,15,10,7,56,5926271,10,195.453
"20808",1,1,2,8,56,5929789,5,196.575
"20809",30,131,11,9,56,5944728,11,194.698
"20810",814,10,14,10,56,5951395,13,193.956
"20811",16,10,17,11,55,5961211,14,193.786
"20825",1,1,3,1,56,5818226,2,195.424
"20826",20,9,1,2,56,5823424,8,193.677
"20827",17,9,18,3,56,5825781,1,198.232
"20828",18,1,2,4,56,5828226,3,195.021
"20829",3,131,4,5,56,5831674,5,193.974
"20830",13,6,6,6,56,5834066,10,192.997
"20831",4,6,5,7,56,5848848,15,192.256
"20832",30,131,14,8,56,5849252,6,193.88
"20833",808,4,10,9,56,5875630,7,193.792
"20834",155,15,13,10,56,5881499,17,191.306
"20835",814,10,8,11,56,5886983,18,191.237
"20836",2,4,16,12,56,5890965,16,191.625
"20837",22,3,15,13,56,5908415,13,192.329
"20838",67,5,9,14,56,5908897,11,192.963
"20849",20,9,1,1,58,5417558,3,213.669
"20850",17,9,2,2,58,5426365,1,214.226
"20851",4,6,5,3,58,5427633,6,212.86
"20852",1,1,4,4,58,5457790,4,213.264
"20853",3,131,3,5,58,5465097,7,212.169
"20854",18,1,6,6,58,5476989,13,210.786
"20855",2,4,9,7,58,5478415,5,213.145
"20856",808,4,7,8,58,5485726,8,212.063
"20857",67,5,16,9,58,5486952,14,210.341
"20858",155,15,24,10,58,5495579,10,211.085
"20859",13,6,10,11,58,5497381,11,210.9
"20860",30,131,8,12,58,5503002,12,210.819
"20873",20,9,2,1,66,5943301,4,192.262
"20874",1,1,3,2,66,5943931,1,193.227
"20875",18,1,5,3,66,5978998,7,191.48
"20876",17,9,1,4,66,5991267,5,192.207
"20897",20,9,1,1,78,7778373,2,157.656
"20898",4,6,4,2,78,7779511,4,157.236
"20899",18,1,2,3,78,7780751,3,157.252
"20900",17,9,3,4,78,7801474,1,157.724
"20901",155,15,12,5,78,7805289,7,153.547
"20902",1,1,9,6,78,7805583,5,154.456
"20920",18,1,7,1,70,14679537,1,204.007
"20921",20,9,1,2,70,14682246,2,203.317
"20922",17,9,4,3,70,14693365,8,197.3
"20923",30,131,8,4,70,14693756,4,198.382
"20924",808,4,10,5,70,14699932,3,198.593
"20925",13,6,3,6,70,14712762,5,198.357
"20926",155,15,13,7,70,14712807,10,195.723
"20927",153,5,24,8,70,14715501,13,195.339
"20928",22,3,16,9,70,14724654,11,195.472
"20929",67,5,15,10,70,14726593,7,197.461
"20930",3,131,6,11,70,14729991,9,196.07
"20931",37,15,17,12,70,14743144,12,195.343
"20944",20,9,1,1,57,5976169,1,191.536
"20945",4,6,4,2,57,5987060,2,190.683
"20946",17,9,2,3,57,6003424,4,190.262
"20947",1,1,3,4,57,6022359,6,189.499
"20948",13,6,5,5,57,6027874,5,189.945
"20949",18,1,6,6,57,6036234,3,190.623
"20950",3,131,7,7,57,6074259,12,188.215
"20968",4,6,3,1,52,5321196,1,223.454
"20969",20,9,2,2,52,5337707,3,221.918
"20970",17,9,1,3,52,5338143,4,221.686
"20971",1,1,10,4,52,5350182,5,220.499
"20972",13,6,4,5,52,5350206,2,222.129
"20973",3,131,9,6,52,5381861,13,218.47
"20974",815,15,12,7,52,5386786,7,219.413
"20975",2,4,16,8,52,5396738,14,218.371
"20976",30,131,13,9,52,5399108,11,218.558
"20977",153,5,18,10,52,5400304,15,218.275
"20978",16,10,11,11,52,5400908,9,219.213
"20979",808,4,14,12,52,5401877,6,220.206
"20992",1,1,2,1,60,5850334,1,196.526
"20993",4,6,4,2,60,5854314,5,195.853
"20994",17,9,1,3,60,5860122,2,196.18
"20995",20,9,3,4,60,5898255,3,195.933
"20996",13,6,5,5,60,5902586,4,195.888
"20997",16,10,8,6,60,5936542,10,191.745
"21016",18,1,3,1,70,6402337,6,187.898
"21017",20,9,1,2,70,6405925,5,188.036
"21018",4,6,5,3,70,6422156,3,188.405
"21019",1,1,2,4,70,6450675,2,188.517
"21020",17,9,6,5,70,6452079,4,188.389
"21021",13,6,4,6,70,6485513,1,189.073
"21040",20,9,1,1,44,5204893,4,228.285
"21041",17,9,3,2,44,5208634,1,229.465
"21042",18,1,13,3,44,5214562,2,229.092
"21043",4,6,8,4,44,5217915,5,226.937
"21044",30,131,24,5,44,5252357,6,226.876
"21045",3,131,5,6,44,5253567,8,224.601
"21046",16,10,15,7,44,5264606,10,223.946
"21047",13,6,4,8,44,5270969,7,226.008
"21048",808,4,10,9,44,5276810,9,224.263
"21049",813,3,21,10,44,5282508,12,222.423
"21050",814,10,17,11,44,5288887,11,222.696
"21051",155,15,12,12,44,5296869,14,221.429
"21052",811,4,7,13,44,5297878,13,221.987
"21064",20,9,1,1,53,4846172,3,240.937
"21065",18,1,3,2,53,4855762,2,241.915
"21066",4,6,4,3,53,4863081,6,239.185
"21067",1,1,2,4,53,4863589,1,241.971
"21068",30,131,8,5,53,4878849,7,238.607
"21069",13,6,6,6,53,4889165,5,239.919
"21088",20,9,1,1,61,7146757,2,168.029
"21089",18,1,3,2,61,7148494,1,168.392
"21090",17,9,2,3,61,7176036,3,165.892
"21091",4,6,5,4,61,7202206,5,164.691
"21092",1,1,4,5,61,7214523,4,164.779
"21093",814,10,10,6,61,7257824,15,159.864
"21112",18,1,2,1,53,5453427,1,216.481
"21113",4,6,5,2,53,5454587,4,216.226
"21114",20,9,1,3,53,5455433,6,215.704
"21115",17,9,6,4,53,5461498,5,215.9
"21116",1,1,3,5,53,5477695,9,214.093
"21117",30,131,8,6,53,5480547,12,213.501
"21118",13,6,4,7,53,5481667,11,213.754
"21119",815,15,17,8,53,5492804,2,216.479
"21120",808,4,10,9,53,5496034,7,215.399
"21121",3,131,23,10,53,5497749,3,216.378
"21122",16,10,11,11,53,5507874,14,213.029
"21123",814,10,12,12,53,5515753,13,213.383
"21124",155,15,7,13,53,5517132,19,209.63
"21125",813,3,14,14,53,5517621,10,214.093
"21126",153,5,16,15,53,5520050,8,214.608
"21127",811,4,9,16,53,5526055,15,212.436
"21128",22,3,13,17,53,5527618,16,210.993
"21129",5,205,18,18,53,5541251,17,210.532
"21130",15,205,19,19,53,5549567,18,209.973
"21136",20,9,2,1,55,5881994,1,202.941
"21137",1,1,1,2,55,5894013,3,201.216
"21138",17,9,4,3,55,5894471,2,201.547
"21139",18,1,3,4,55,5896688,7,200.716
"21140",4,6,6,5,55,5897683,6,201.04
"21141",13,6,5,6,55,5907127,5,201.052
"21142",153,5,11,7,55,5931532,8,200.257
"21143",3,131,7,8,55,5936047,9,198.624
"21144",67,5,13,9,55,5944756,4,201.06
"21145",814,10,9,10,55,5950596,12,197.978
"21146",16,10,10,11,55,5953223,10,198.149
"21147",22,3,18,12,55,5975062,13,197.458
"21160",20,9,1,1,60,5435002,1,211.463
"21161",18,1,4,2,60,5443435,4,209.737
"21162",4,6,3,3,60,5459303,3,209.771
"21163",17,9,2,4,60,5460531,2,210.808
"21164",30,131,11,5,60,5500423,5,208.359
"21165",3,131,7,6,60,5501853,6,208.239
"21166",1,1,5,7,60,5519185,9,207.955
"21184",1,1,2,1,55,5831886,3,193.255
"21185",4,6,5,2,55,5840343,6,192.412
"21186",18,1,3,3,55,5857767,2,193.83
"21187",17,9,4,4,55,5867670,1,194.854
"21188",13,6,6,5,55,5882464,10,191.722
"21189",3,131,7,6,55,5884203,7,192.266
"21190",30,131,8,7,55,5907850,15,190.575
"21191",16,10,9,8,55,5909008,14,190.952
"21192",814,10,10,9,55,5932973,9,192.032
"21208",17,9,2,1,71,5537464,1,205.942
"21209",20,9,1,2,71,5554447,3,203.906
"21210",18,1,3,3,71,5565102,2,205.244
"21211",4,6,5,4,71,5572512,4,203.625
"21212",13,6,7,5,71,5604197,12,200.753
"21232",18,1,2,1,58,5649565,1,214.053
"21233",20,9,6,2,58,5651704,2,213.503
"21234",1,1,1,3,58,5653640,4,213.214
"21235",17,9,5,4,58,5654112,3,213.452
"21236",4,6,12,5,58,5671130,7,211.469
"21237",155,15,13,6,58,5686331,10,210.668
"21238",8,208,17,7,58,5687579,11,210.346
"21239",815,15,22,8,58,5689023,12,210.151
"21240",817,5,10,9,58,5689121,8,210.733
"21241",814,10,15,10,58,5689302,9,210.703
"21242",818,5,11,11,58,5689413,6,211.476
"21243",3,131,7,12,58,5707207,14,209.948
"21256",4,6,8,1,56,9891812,7,196.25
"21257",815,15,9,2,56,9894075,3,197.531
"21258",1,1,1,3,56,9906403,6,196.523
"21259",17,9,4,4,56,9909500,2,197.539
"21260",8,208,10,5,56,9921268,1,198.117
"21261",811,3,13,6,56,9929479,5,196.785
"21262",814,10,14,7,56,9936224,10,195.983
"21263",818,5,18,8,56,9938797,12,195.785
"21264",807,10,16,9,56,9939704,15,195.304
"21265",30,131,3,10,56,9941808,9,196.096
"21266",20,9,5,11,56,9967339,4,196.905
"21267",817,5,15,12,56,9968640,8,196.104
"21268",3,131,7,13,56,9970405,11,195.898
"21269",18,1,2,14,56,9971531,14,195.443
"21270",13,6,12,15,56,9989131,13,195.537
"21280",3,131,1,1,56,5786929,8,194.356
"21281",18,1,5,2,56,5807555,3,195.411
"21282",1,1,7,3,56,5812941,6,195.201
"21283",17,9,6,4,56,5814853,5,195.279
"21284",20,9,11,5,56,5817412,7,195.063
"21285",154,208,10,6,56,5818420,11,194.062
"21286",811,3,14,7,56,5821526,16,193.731
"21287",813,3,13,8,56,5822572,4,195.294
"21288",4,6,9,9,56,5824185,12,194.001
"21289",155,15,3,10,56,5825649,1,196.314
"21290",815,15,8,11,56,5827995,10,194.156
"21291",814,10,15,12,56,5829202,17,193.339
"21292",13,6,12,13,56,5829708,14,193.832
"21293",8,208,4,14,56,5837502,18,192.777
"21294",807,10,16,15,56,5838142,9,194.337
"21295",818,5,24,16,56,5838685,2,196.198
"21296",817,5,17,17,56,5850085,15,193.811
"21304",20,9,1,1,57,5710990,1,202.151
"21305",8,208,11,2,57,5714323,5,200.617
"21306",154,208,7,3,57,5721184,3,201.006
"21307",17,9,3,4,57,5749778,6,199.956
"21308",3,131,5,5,57,5766450,10,198.646
"21309",814,10,10,6,57,5768533,18,198.056
"21310",4,6,9,7,57,5768793,15,198.397
"21311",1,1,2,8,57,5769974,7,199.351
"21312",13,6,14,9,57,5775989,12,198.558
"21313",30,131,22,10,57,5782480,13,198.548
"21314",815,15,8,11,57,5783692,14,198.512
"21315",807,10,13,12,57,5787529,17,198.177
"21316",155,15,12,13,57,5801324,2,201.48
"21317",818,5,17,14,57,5804713,4,200.737
"21328",813,3,1,1,66,5949145,6,190.635
"21329",4,6,2,2,66,5952340,3,191.761
"21330",8,208,4,3,66,5953029,2,192.758
"21331",154,208,3,4,66,5963944,1,194.295
"21332",155,15,9,5,66,6013786,8,189.857
"21333",20,9,7,6,66,6016721,4,190.935
"21334",3,131,6,7,66,6027064,7,190.107
"21335",1,1,24,8,66,6027285,18,188.465
"21336",18,1,10,9,66,6034391,14,189.09
"21352",17,9,1,1,78,6366557,3,152.579
"21353",3,131,2,2,78,6367200,7,152.246
"21354",4,6,5,3,78,6367504,5,152.478
"21355",20,9,9,4,78,6367900,9,152.056
"21356",1,1,3,5,78,6370658,4,152.577
"21357",13,6,7,6,78,6372752,10,152.008
"21358",814,10,14,7,78,6408094,17,150.757
"21359",807,10,10,8,78,6409119,2,153.322
"21360",8,208,8,9,78,6410593,12,151.73
"21361",811,3,13,10,78,6411073,11,151.843
"21376",1,1,2,1,70,5549586,6,203.837
"21377",154,208,7,2,70,5552099,11,203.194
"21378",815,15,15,3,70,5554846,3,205.454
"21379",20,9,1,4,70,5556881,1,207.249
"21380",4,6,3,5,70,5562997,15,201.742
"21381",3,131,5,6,70,5563428,7,203.732
"21382",17,9,4,7,70,5564671,8,203.544
"21383",8,208,12,8,70,5565153,5,204.517
"21384",155,15,11,9,70,5574018,12,202.669
"21385",13,6,6,10,70,5574858,2,206.08
"21386",814,10,8,11,70,5587279,10,203.312
"21387",807,10,13,12,70,5595822,9,203.357
"21388",813,3,22,13,70,5596638,13,202.604
"21389",817,5,14,14,70,5614061,4,204.931
"21400",4,6,11,1,57,6256649,5,188.185
"21401",8,208,5,2,57,6263070,7,188.148
"21402",30,131,12,3,57,6269288,3,189.22
"21403",17,9,19,4,57,6270277,2,189.923
"21404",807,10,8,5,57,6276642,13,187.174
"21405",3,131,6,6,57,6277825,1,190.953
"21406",814,10,10,7,57,6279515,11,187.398
"21407",18,1,9,8,57,6281302,17,186.138
"21408",815,15,15,9,57,6284426,4,188.439
"21409",811,3,14,10,57,6292610,12,187.38
"21410",817,5,17,11,57,6293690,6,188.17
"21411",813,3,3,12,57,6311279,10,187.465
"21412",808,207,20,13,57,6332520,14,187.125
"21413",5,207,16,14,57,6351303,19,185.275
"21414",819,206,23,15,57,6353200,22,182.832
"21424",17,9,2,1,52,5111288,4,223.393
"21425",4,6,1,2,52,5114348,7,222.336
"21426",20,9,4,3,52,5116124,3,223.48
"21427",13,6,5,4,52,5120807,5,223.141
"21428",8,208,6,5,52,5121602,1,224.037
"21429",154,208,9,6,52,5128389,2,223.51
"21430",30,131,3,7,52,5140441,6,222.789
"21431",1,1,8,8,52,5147751,15,220.515
"21432",811,3,13,9,52,5154635,12,221.228
"21433",18,1,16,10,52,5155732,14,220.714
"21434",155,15,17,11,52,5156658,9,222.12
"21435",807,10,14,12,52,5159144,13,220.956
"21436",817,5,12,13,52,5162529,8,222.19
"21437",818,5,23,14,52,5164601,10,222.036
"21438",3,131,11,15,52,5168682,11,221.489
"21448",4,6,1,1,67,5465862,2,208.319
"21449",18,1,6,2,67,5472811,8,207.205
"21450",8,208,10,3,67,5482271,13,206.555
"21451",155,15,12,4,67,5487787,9,207.163
"21452",20,9,2,5,67,5489594,4,208.011
"21453",815,15,17,6,67,5493758,6,207.725
"21454",30,131,3,7,67,5494832,1,209.163
"21455",17,9,8,8,67,5512803,14,206.361
"21456",807,10,4,9,67,5514024,7,207.458
"21457",3,131,21,10,67,5514751,3,208.158
"21458",814,10,9,11,67,5525089,12,206.56
"21459",13,6,13,12,67,5537290,5,207.843
"21460",817,5,11,13,67,5542691,18,205.66
"21461",818,5,15,14,67,5542827,11,206.747
"21472",1,1,1,1,69,6065503,4,184.082
"21473",8,208,5,2,69,6066535,6,183.972
"21474",154,208,2,3,69,6076021,13,183.284
"21475",20,9,3,4,69,6077117,1,187.453
"21476",4,6,6,5,69,6092156,7,183.951
"21477",18,1,4,6,69,6095746,10,183.751
"21478",811,3,9,7,69,6099402,16,182.863
"21479",17,9,11,8,69,6099961,3,184.674
"21480",13,6,7,9,69,6103853,11,183.561
"21481",3,131,13,10,69,6116737,9,183.753
"21482",807,10,10,11,69,6122786,15,183.235
"21483",814,10,12,12,69,6128390,12,183.441
"21484",813,3,8,13,69,6129109,5,183.983
"21485",815,15,14,14,69,6129997,2,185.073
"21496",18,1,1,1,44,5348530,10,220.611
"21497",20,9,10,2,44,5362154,9,220.795
"21498",8,208,3,3,44,5373864,5,221.879
"21499",807,10,11,4,44,5376373,6,221.645
"21500",13,6,14,5,44,5378375,3,222.223
"21501",17,9,12,6,44,5379774,7,221.629
"21502",30,131,13,7,44,5401904,4,222.139
"21503",818,5,15,8,44,5407395,8,221.188
"21504",817,5,16,9,44,5411512,12,220.011
"21505",814,10,9,10,44,5412313,11,220.093
"21506",3,131,23,11,44,5413641,2,222.992
"21507",811,3,17,12,44,5420059,1,223.488
"21508",155,15,2,13,44,5464649,13,218.121
"21520",1,1,1,1,53,4781221,5,235.841
"21521",815,15,12,2,53,4785577,2,238.171
"21522",4,6,10,3,53,4801815,11,234.758
"21523",13,6,3,4,53,4810888,12,234.55
"21524",8,208,7,5,53,4812102,17,234.036
"21525",30,131,4,6,53,4812480,3,237.748
"21526",3,131,6,7,53,4814771,1,239.053
"21527",814,10,9,8,53,4822278,16,234.144
"21528",155,15,8,9,53,4825119,14,234.239
"21529",811,3,13,10,53,4829365,10,235.004
"21530",813,3,22,11,53,4829903,4,236.843
"21531",817,5,14,12,53,4831537,7,235.325
"21532",816,208,15,13,53,4857082,8,235.177
"21544",20,9,3,1,59,7226144,3,162.865
"21545",18,1,4,2,59,7235103,4,162.155
"21546",4,6,5,3,59,7241371,5,162.034
"21547",814,10,6,4,59,7245207,7,161.716
"21548",3,131,10,5,59,7260928,12,160.344
"21549",8,208,12,6,59,7261903,11,160.502
"21550",154,208,8,7,59,7262842,14,160.027
"21551",13,6,13,8,59,7268973,13,160.204
"21552",817,5,15,9,59,7271964,15,159.825
"21553",815,15,14,10,59,7276763,6,161.935
"21554",17,9,7,11,59,7313319,10,160.585
"21555",10,206,20,12,59,7318062,21,157.36
"21556",155,15,17,13,59,7323285,2,163.513
"21557",807,10,11,14,59,7325557,1,164.48
"21558",5,207,19,15,59,7334111,18,158.485
"21559",819,206,21,16,59,7359069,22,156.781
"21568",20,9,1,1,53,5336242,1,218.276
"21569",13,6,10,2,53,5356881,5,215.753
"21570",155,15,3,3,53,5360780,3,216.233
"21571",18,1,8,4,53,5361340,2,216.396
"21572",1,1,9,5,53,5382732,11,213.842
"21573",8,208,7,6,53,5386666,13,213.566
"21574",807,10,15,7,53,5387401,14,213.453
"21575",813,3,12,8,53,5388606,12,213.818
"21576",17,9,2,9,53,5390917,7,215.233
"21577",817,5,14,10,53,5403161,8,214.511
"21578",30,131,23,11,53,5404011,6,215.646
"21579",814,10,11,12,53,5419702,10,214.335
"21580",818,5,19,13,53,5424887,9,214.339
"21581",811,3,16,14,53,5424951,4,215.92
"21592",20,9,2,1,55,5788651,5,197.211
"21593",17,9,1,2,55,5796882,1,198.104
"21594",4,6,4,3,55,5802595,3,197.321
"21595",13,6,6,4,55,5808819,2,197.707
"21596",8,208,5,5,55,5825390,11,196.592
"21597",807,10,8,6,55,5833952,6,196.931
"21598",154,208,7,7,55,5843463,10,196.666
"21599",818,5,16,8,55,5858240,8,196.785
"21600",817,5,21,9,55,5860438,12,195.97
"21601",1,1,3,10,55,5868343,9,196.785
"21602",815,15,12,11,55,5868713,4,197.219
"21603",814,10,14,12,55,5873099,15,195.272
"21604",30,131,10,13,55,5877892,13,195.902
"21605",813,3,15,14,55,5883575,7,196.865
"21606",811,3,17,15,55,5885553,14,195.472
"21616",20,9,1,1,60,5470744,4,207.95
"21617",4,6,5,2,60,5480181,3,208.168
"21618",17,9,2,3,60,5483961,6,207.235
"21619",1,1,3,4,60,5484653,5,207.433
"21620",18,1,4,5,60,5497010,1,209.176
"21621",13,6,6,6,60,5515418,11,206.646
"21622",8,208,7,7,60,5515971,12,206.482
"21623",807,10,12,8,60,5525742,10,206.769
"21624",154,208,11,9,60,5526847,15,206.094
"21625",811,3,13,10,60,5545719,2,208.637
"21626",3,131,10,11,60,5552438,14,206.163
"21627",814,10,16,12,60,5553559,7,207.103
"21628",817,5,15,13,60,5556808,13,206.283
"21629",155,15,17,14,60,5557239,8,206.829
"21640",8,208,4,1,55,6358667,3,191.41
"21641",4,6,6,2,55,6359519,2,192.087
"21642",20,9,24,3,55,6362830,1,192.32
"21643",18,1,5,4,55,6366454,4,191.273
"21644",813,3,3,5,55,6371674,5,190.726
"21645",155,15,15,6,55,6378743,8,189.658
"21646",13,6,8,7,55,6381563,11,189.161
"21647",811,3,14,8,55,6382209,10,189.174
"21648",814,10,12,9,55,6382827,9,189.31
"21649",817,5,16,10,55,6386130,12,188.799
"21650",30,131,13,11,55,6386742,6,190.015
"21651",818,5,17,12,55,6393573,13,188.425
"21652",5,207,18,13,55,6406431,15,186.662
"21653",10,206,21,14,55,6415140,18,185.716
"21654",815,15,11,15,55,6415435,7,189.682
"21655",808,207,20,16,55,6423262,19,184.606
"21656",37,164,22,17,55,6430445,20,184.078
"21664",1,1,2,1,56,5755269,5,199.047
"21665",20,9,1,2,56,5755944,1,199.772
"21666",4,6,7,3,56,5794498,4,199.121
"21667",13,6,11,4,56,5801282,2,199.661
"21668",18,1,12,5,56,5811701,6,198.17
"21669",8,208,4,6,56,5819694,3,199.517
"21670",154,208,8,7,56,5825582,10,197.235
"21671",807,10,6,8,56,5829061,16,196.409
"21672",813,3,9,9,56,5829794,12,197.051
"21673",811,3,10,10,56,5830402,13,197
"21674",815,15,15,11,56,5839610,11,197.086
"21675",817,5,18,12,56,5840140,14,196.947
"21676",3,131,17,13,56,5840779,8,197.622
"21688",18,1,2,1,71,6322656,2,198.601
"21689",4,6,7,2,71,6325410,4,197.301
"21690",13,6,5,3,71,6326271,5,196.66
"21691",17,9,3,4,71,6327592,6,196.6
"21692",807,10,6,5,71,6328364,3,198.342
"21693",20,9,4,6,71,6332109,9,196.136
"21694",30,131,13,7,71,6334563,15,193.522
"21695",818,5,17,8,71,6351309,8,196.401
"21696",155,15,14,9,71,6353906,7,196.426
"21712",8,208,7,1,58,5403225,1,213.845
"21713",4,6,5,2,58,5415676,3,213.162
"21714",20,9,1,3,58,5425571,10,211.16
"21715",13,6,4,4,58,5436802,8,211.558
"21716",1,131,3,5,58,5448786,5,212.689
"21717",17,9,2,6,58,5450025,4,212.753
"21718",16,10,12,7,58,5468293,13,210.459
"21719",814,10,9,8,58,5471674,15,210.033
"21720",18,1,10,9,58,5484855,7,211.654
"21721",154,208,8,10,58,5485984,9,211.193
"21722",815,1,15,11,58,5486592,6,212.294
"21723",818,5,13,12,58,5487082,2,213.309
"21734",20,9,1,1,56,5936681,3,198.661
"21735",17,9,5,2,56,5940979,6,198.19
"21736",1,131,4,3,56,5948862,10,197.57
"21737",3,131,6,4,56,5949321,8,198.052
"21738",13,6,2,5,56,5962329,2,199.937
"21739",154,208,11,6,56,5972245,11,197.131
"21740",8,208,10,7,56,5985160,13,196.079
"21741",807,15,12,8,56,5989725,7,198.107
"21742",815,1,9,9,56,6009038,1,201.159
"21743",818,5,17,10,56,6023805,4,198.571
"21744",822,3,18,11,56,6025291,12,196.845
"21756",4,6,3,1,56,5786945,4,197.21
"21757",8,208,2,2,56,5797113,5,196.324
"21758",1,131,1,3,56,5799267,6,196.273
"21759",20,9,9,4,56,5799470,1,202.706
"21760",18,1,8,5,56,5822230,2,200.122
"21761",13,6,5,6,56,5827772,10,195.68
"21762",817,5,7,7,56,5829636,9,195.766
"21763",814,10,11,8,56,5838029,7,196.038
"21764",154,208,6,9,56,5840368,11,195.137
"21765",807,15,10,10,56,5843543,12,195.007
"21766",815,1,12,11,56,5850805,14,193.754
"21767",818,5,15,12,56,5859549,8,195.965
"21768",822,3,16,13,56,5880806,3,199.832
"21769",813,3,14,14,56,5882398,13,194.354
"21778",20,9,2,1,57,5760498,1,200.938
"21779",8,208,8,2,57,5769609,8,198.476
"21780",154,208,11,3,57,5780005,5,199.567
"21781",814,10,5,4,57,5782225,12,198.128
"21782",1,131,9,5,57,5795728,11,198.395
"21783",815,1,12,6,57,5796496,7,198.984
"21784",17,9,7,7,57,5797742,13,197.684
"21785",4,6,3,8,57,5798072,3,200.436
"21786",3,131,1,9,57,5801624,4,199.647
"21787",18,1,10,10,57,5807129,6,199.33
"21788",813,3,17,11,57,5826948,17,196.875
"21789",807,15,14,12,57,5833431,15,197.258
"21790",16,10,6,13,57,5837217,2,200.712
"21791",822,3,15,14,57,5842009,9,198.419
"21792",13,6,4,15,57,5846862,16,197.12
"21800",4,6,5,1,66,5956596,5,193.329
"21801",8,208,4,2,66,5965934,6,193.16
"21802",13,6,9,3,66,5982645,2,193.971
"21803",20,9,3,4,66,5994869,9,192.541
"21804",17,9,7,5,66,6004559,8,192.583
"21805",3,131,1,6,66,6024616,11,191.321
"21806",814,10,10,7,66,6025584,7,193.117
"21807",18,1,14,8,66,6036102,14,190.524
"21808",815,1,8,9,66,6038334,10,192.066
"21822",3,131,1,1,78,8272056,6,153.51
"21823",20,9,3,2,78,8275944,1,157.018
"21824",17,9,4,3,78,8278370,4,153.637
"21825",1,131,2,4,78,8285950,3,153.891
"21826",16,10,8,5,78,8293533,5,153.578
"21827",18,1,9,6,78,8295159,8,152.743
"21828",4,6,6,7,78,8298790,12,151.55
"21829",818,5,10,8,78,8299279,10,151.912
"21830",814,10,17,9,78,8299664,11,151.789
"21831",8,208,5,10,78,8308638,2,155.364
"21832",807,15,11,11,78,8314628,15,150.576
"21833",822,3,14,12,78,8314747,20,148.589
"21834",821,15,19,13,78,8315268,7,152.811
"21835",820,206,22,14,78,8321941,9,152.171
"21836",823,207,15,15,78,8334646,17,149.377
"21844",20,9,1,1,70,5529143,5,205.06
"21845",4,6,6,2,70,5543551,2,206.023
"21846",1,131,2,3,70,5545085,3,205.615
"21847",17,9,5,4,70,5554874,1,206.08
"21848",3,131,4,5,70,5598868,4,205.132
"21866",3,131,2,1,52,5579456,2,226.744
"21867",17,9,4,2,52,5580221,1,227.059
"21868",4,6,9,3,52,5586580,3,225.396
"21869",1,131,1,4,52,5587212,4,225.231
"21870",8,208,8,5,52,5590713,8,222.339
"21871",13,6,11,6,52,5594029,6,222.598
"21872",16,10,6,7,52,5595791,12,221.002
"21873",817,5,5,8,52,5595999,11,221.08
"21874",814,10,21,9,52,5597399,7,222.465
"21875",807,15,14,10,52,5599165,13,220.882
"21876",813,3,15,11,52,5600591,10,221.126
"21877",822,3,16,12,52,5604550,15,220.196
"21878",18,1,10,13,52,5605425,16,220.096
"21879",821,15,17,14,52,5605741,17,219.906
"21880",819,207,18,15,52,5611069,18,218.43
"21881",824,206,19,16,52,5615553,19,216.452
"21882",820,206,20,17,52,5647116,22,213.881
"21883",823,207,22,18,52,5647215,21,214.821
"21888",20,9,2,1,60,6074711,5,196.814
"21889",8,208,4,2,60,6075719,2,197.647
"21890",154,208,5,3,60,6080541,10,195.956
"21891",4,6,8,4,60,6082432,1,198.279
"21892",1,131,1,5,60,6101638,4,196.83
"21893",18,1,9,6,60,6102707,7,196.736
"21894",17,9,3,7,60,6112273,11,195.53
"21895",815,1,13,8,60,6113017,15,192.78
"21896",3,131,11,9,60,6121532,6,196.778
"21897",807,15,10,10,60,6124603,8,196.647
"21898",814,10,12,11,60,6128482,16,191.918
"21899",817,5,6,12,60,6131686,14,193.086
"21900",16,10,15,13,60,6132449,13,193.42
"21901",821,15,14,14,60,6134871,12,193.469
"21902",813,3,18,15,60,6136640,9,196.544
"21910",1,131,1,1,70,6149445,3,186.322
"21911",8,208,6,2,70,6160383,6,184.982
"21912",20,9,2,3,70,6161904,2,186.529
